ward_id,ward_name,lga_id,state_id
WD_AB_AROCHUKWU_10,Arochukwu X, LGA_AB_AROCHUKWU,ST_AB
,,,
WD_AB_BENDE_01,Bende I, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_02,Bende II, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_03,Bende III, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_04,Bende IV, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_05,Bende V, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_06,Bende VI, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_07,Bende VII, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_08,Bende VIII, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_09,Bende IX, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_10,Bende X, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_11,Bende XI, LGA_AB_BENDE,ST_AB
WD_AB_BENDE_12,Bende XII, LGA_AB_BENDE,ST_AB
,,,
WD_AB_IKWUANO_01,Ikwuano I,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_02,Ikwuano II,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_03,Ikwuano III,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_04,Ikwuano IV,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_05,Ikwuano V,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_06,Ikwuano VI,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_07,Ikwuano VII,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_08,Ikwuano VIII,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_09,Ikwuano IX,LGA_AB_IKWUANO,ST_AB
WD_AB_IKWUANO_10,Ikwuano X,LGA_AB_IKWUANO,ST_AB
,,,
WD_AB_ISIALA_NGWA_NORTH_01,Isiala Ngwa North I,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_02,Isiala Ngwa North II,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_03,Isiala Ngwa North III,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_04,Isiala Ngwa North IV,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_05,Isiala Ngwa North V,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_06,Isiala Ngwa North VI,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_07,Isiala Ngwa North VII,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_08,Isiala Ngwa North VIII,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_09,Isiala Ngwa North IX,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
WD_AB_ISIALA_NGWA_NORTH_10,Isiala Ngwa North X,LGA_AB_ISIALA_NGWA_NORTH,ST_AB
,,,
WD_AB_ISIALA_NGWA_SOUTH_01,Isiala Ngwa South I,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_02,Isiala Ngwa South II,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_03,Isiala Ngwa South III,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_04,Isiala Ngwa South IV,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_05,Isiala Ngwa South V,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_06,Isiala Ngwa South VI,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_07,Isiala Ngwa South VII,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_08,Isiala Ngwa South VIII,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_09,Isiala Ngwa South IX,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
WD_AB_ISIALA_NGWA_SOUTH_10,Isiala Ngwa South X,LGA_AB_ISIALA_NGWA_SOUTH,ST_AB
,,,
WD_AB_ISUIKWUATO_01,Isuikwuato I,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_02,Isuikwuato II,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_03,Isuikwuato III,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_04,Isuikwuato IV,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_05,Isuikwuato V,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_06,Isuikwuato VI,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_07,Isuikwuato VII,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_08,Isuikwuato VIII,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_09,Isuikwuato IX,LGA_AB_ISUIKWUATO,ST_AB
WD_AB_ISUIKWUATO_10,Isuikwuato X,LGA_AB_ISUIKWUATO,ST_AB
,,,
WD_AB_OBINGWA_01,Obingwa I,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_02,Obingwa II,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_03,Obingwa III,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_04,Obingwa IV,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_05,Obingwa V,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_06,Obingwa VI,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_07,Obingwa VII,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_08,Obingwa VIII,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_09,Obingwa IX,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_10,Obingwa X,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_11,Obingwa XI,LGA_AB_OBINGWA,ST_AB
WD_AB_OBINGWA_12,Obingwa XII,LGA_AB_OBINGWA,ST_AB
,,,
WD_AB_OSISIOMA_01,Osisioma I,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_02,Osisioma II,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_03,Osisioma III,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_04,Osisioma IV,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_05,Osisioma V,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_06,Osisioma VI,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_07,Osisioma VII,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_08,Osisioma VIII,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_09,Osisioma IX,LGA_AB_OSISIOMA,ST_AB
WD_AB_OSISIOMA_10,Osisioma X,LGA_AB_OSISIOMA,ST_AB
,,,
WD_AB_UGWUNAGBO_01,Ugwunagbo I,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_02,Ugwunagbo II,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_03,Ugwunagbo III,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_04,Ugwunagbo IV,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_05,Ugwunagbo V,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_06,Ugwunagbo VI,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_07,Ugwunagbo VII,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_08,Ugwunagbo VIII,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_09,Ugwunagbo IX,LGA_AB_UGWUNAGBO,ST_AB
WD_AB_UGWUNAGBO_10,Ugwunagbo X,LGA_AB_UGWUNAGBO,ST_AB
,,,
WD_AB_UKWA_EAST_01,Ukwa East I,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_02,Ukwa East II,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_03,Ukwa East III,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_04,Ukwa East IV,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_05,Ukwa East V,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_06,Ukwa East VI,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_07,Ukwa East VII,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_08,Ukwa East VIII,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_09,Ukwa East IX,LGA_AB_UKWA_EAST,ST_AB
WD_AB_UKWA_EAST_10,Ukwa East X,LGA_AB_UKWA_EAST,ST_AB
,,,
WD_AB_UKWA_WEST_01,Ukwa West I,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_02,Ukwa West II,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_03,Ukwa West III,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_04,Ukwa West IV,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_05,Ukwa West V,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_06,Ukwa West VI,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_07,Ukwa West VII,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_08,Ukwa West VIII,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_09,Ukwa West IX,LGA_AB_UKWA_WEST,ST_AB
WD_AB_UKWA_WEST_10,Ukwa West X,LGA_AB_UKWA_WEST,ST_AB
,,,
WD_AB_UMUAHIA_NORTH_01,Umuahia North I,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_02,Umuahia North II,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_03,Umuahia North III,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_04,Umuahia North IV,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_05,Umuahia North V,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_06,Umuahia North VI,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_07,Umuahia North VII,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_08,Umuahia North VIII,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_09,Umuahia North IX,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_10,Umuahia North X,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_11,Umuahia North XI,LGA_AB_UMUAHIA_NORTH,ST_AB
WD_AB_UMUAHIA_NORTH_12,Umuahia North XII,LGA_AB_UMUAHIA_NORTH,ST_AB
,,,
WD_AB_UMUAHIA_SOUTH_01,Umuahia South I,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_02,Umuahia South II,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_03,Umuahia South III,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_04,Umuahia South IV,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_05,Umuahia South V,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_06,Umuahia South VI,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_07,Umuahia South VII,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_08,Umuahia South VIII,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_09,Umuahia South IX,LGA_AB_UMUAHIA_SOUTH,ST_AB
WD_AB_UMUAHIA_SOUTH_10,Umuahia South X,LGA_AB_UMUAHIA_SOUTH,ST_AB
,,,
WD_AB_UMUNNEOCHI_01,Umunneochi I,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_02,Umunneochi II,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_03,Umunneochi III,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_04,Umunneochi IV,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_05,Umunneochi V,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_06,Umunneochi VI,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_07,Umunneochi VII,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_08,Umunneochi VIII,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_09,Umunneochi IX,LGA_AB_UMUNNEOCHI,ST_AB
WD_AB_UMUNNEOCHI_10,Umunneochi X,LGA_AB_UMUNNEOCHI,ST_AB
,,,
WD_AB_OHAFIA_01,Ohafia I,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_02,Ohafia II,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_03,Ohafia III,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_04,Ohafia IV,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_05,Ohafia V,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_06,Ohafia VI,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_07,Ohafia VII,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_08,Ohafia VIII,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_09,Ohafia IX,LGA_AB_OHAFIA,ST_AB
WD_AB_OHAFIA_10,Ohafia X,LGA_AB_OHAFIA,ST_AB
,,,
WD_AN_AGUATA_01,Achina I,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_02,Achina II,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_03,Akpo,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_04,Amesi,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_05,Ekwulobia I,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_06,Ekwulobia II,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_07,Ikenga,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_08,Isuofia I,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_09,Isuofia II,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_10,Nkpologwu,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_11,Oraeri,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_12,Uga I,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_13,Uga II,LGA_AN_AGUATA,ST_AN
WD_AN_AGUATA_14,Umunze,LGA_AN_AGUATA,ST_AN
,,,
WD_AN_ANAMBRA_EAST_01,Aguleri I,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_02,Aguleri II,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_03,Enugwu Aguleri,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_04,Eziagulu,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_05,Igbariam,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_06,Umueri I,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_07,Umueri II,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_08,Otuocha,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_09,Nando,LGA_AN_ANAMBRA_EAST,ST_AN
WD_AN_ANAMBRA_EAST_10,Umuleri,LGA_AN_ANAMBRA_EAST,ST_AN
,,,
WD_AN_ANAMBRA_WEST_01,Umueze Anam I,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_02,Umueze Anam II,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_03,Umuenwelum,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_04,Umuoba Anam,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_05,Mmiata Anam,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_06,Umudora,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_07,Owelle,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_08,Umuikwu Anam,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_09,Umuoba Abaji,LGA_AN_ANAMBRA_WEST,ST_AN
WD_AN_ANAMBRA_WEST_10,Ifite Anam,LGA_AN_ANAMBRA_WEST,ST_AN
,,,
WD_AN_ANAOCHA_01,Agulu I,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_02,Agulu II,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_03,Agulu III,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_04,Neni I,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_05,Neni II,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_06,Nri I,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_07,Nri II,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_08,Adazi Ani,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_09,Adazi Enu,LGA_AN_ANAOCHA,ST_AN
WD_AN_ANAOCHA_10,Adazi Nnukwu,LGA_AN_ANAOCHA,ST_AN
,,,
WD_AN_AWKA_NORTH_01,Achalla I,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_02,Achalla II,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_03,Achalla III,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_04,Amanuke,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_05,Awba Ofemili,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_06,Ebenebe,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_07,Isuanaocha,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_08,Mgbakwu,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_09,Ugbene,LGA_AN_AWKA_NORTH,ST_AN
WD_AN_AWKA_NORTH_10,Urum,LGA_AN_AWKA_NORTH,ST_AN
,,,
WD_AN_AWKA_SOUTH_01,Awka I,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_02,Awka II,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_03,Awka III,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_04,Awka IV,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_05,Awka V,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_06,Amawbia I,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_07,Amawbia II,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_08,Nibo I,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_09,Nibo II,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_10,Nise I,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_11,Nise II,LGA_AN_AWKA_SOUTH,ST_AN
WD_AN_AWKA_SOUTH_12,Okpuno,LGA_AN_AWKA_SOUTH,ST_AN
,,,
WD_AN_AYAMELUM_01,Anaku I,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_02,Anaku II,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_03,Ifite Ogwari,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_04,Igbakwu,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_05,Omasi,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_06,Omor I,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_07,Omor II,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_08,Umerum,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_09,Umumbo,LGA_AN_AYAMELUM,ST_AN
WD_AN_AYAMELUM_10,Umuerum,LGA_AN_AYAMELUM,ST_AN
,,,
WD_AN_DUNUKOFIA_01,Ukpo I,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_02,Ukpo II,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_03,Ifitedunu I,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_04,Ifitedunu II,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_05,Umunnachi I,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_06,Umunnachi II,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_07,Nawgu I,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_08,Nawgu II,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_09,Umudioka I,LGA_AN_DUNUKOFIA,ST_AN
WD_AN_DUNUKOFIA_10,Umudioka II,LGA_AN_DUNUKOFIA,ST_AN
,,,
WD_AN_EKWUSIGO_01,Ozubulu I,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_02,Ozubulu II,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_03,Ozubulu III,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_04,Ozubulu IV,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_05,Ichi I,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_06,Ichi II,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_07,Ichi III,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_08,Ichi IV,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_09,Oraifite I,LGA_AN_EKWUSIGO,ST_AN
WD_AN_EKWUSIGO_10,Oraifite II,LGA_AN_EKWUSIGO,ST_AN
,,,
WD_AN_IDEMILI_NORTH_01,Ogidi I,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_02,Ogidi II,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_03,Ogidi III,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_04,Ogidi IV,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_05,Abatete I,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_06,Abatete II,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_07,Abatete III,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_08,Uke I,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_09,Uke II,LGA_AN_IDEMILI_NORTH,ST_AN
WD_AN_IDEMILI_NORTH_10,Uke III,LGA_AN_IDEMILI_NORTH,ST_AN
,,,
WD_AN_IDEMILI_SOUTH_01,Ojoto I,LGA_AN_IDEMILI_SOUTH,ST_AN
