id,name,villageId,officialOrder
anambra_ihiala_okija_ubahua_bu_ubahu_ezinaukpodu_umuhu_umuezeana_nwokereobi_ikegwuonu,Nwokereobi/Ikegwuonu,anambra_ihiala_okija_ubahua_bu_ubahu_ezinaukpodu_umuhu_umuezeana,6
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_oghalaegbu_umuezeana_nwokereobi_ikegwuonu,Nwokereobi/Ikegwuonu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_oghalaegbu_umuezeana,6
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuakwa,Umuakwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuigwe,Umuigwe,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umunzerendu,Umunzerendu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuanum,Umuanum,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuike,Umuike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuezeanagu,Umuezeanagu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,6
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umuokparasoagu,Umuokparasoagu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,7
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_umu_ile_kporochu,Umu - Ile - Kporochu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,8
anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu_awobi_odogwu,Awobi Odogwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_uhuowelle_umuogu_umuogu,9
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeokwunara,Ezikeokwunara,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_umuidinwadiugwu,Umuidinwadiugwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikegesi,Ezikegesi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere_ezikeodinaka,Ezikeodinaka,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_nzere,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikeodinaka,Ezikeodinaka,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezelimpi,Umuezelimpi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeahuno,Umuezeahuno,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_umuezeuku,Umuezeuku,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi_ezikepaji,Ezikepaji,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_umuatuegwu_ezeobi,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_muogo,Dim Muogo,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_onyebiukwu,Dim Onyebiukwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ikenyerem,Dim Ikenyerem,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_chijiuba,Dim Chijiuba,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim_dim_ezeutogu,Dim Ezeutogu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_uhudim_uhudim,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuajuruonwu,Umuajuruonwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuezike_okehi,Umuezike Okehi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umuohubuike,Umuohubuike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia_umunnadi,Umunnadi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_umuatuegwu_uhudim_ohukabia_0hukabia_0hukabia,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_umuokpala,Umuokpala,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba_ezike_ikuegbu,Ezike Ikuegbu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_umuofor_akoba_umuofor_akoba,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwa,Umuilonwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuilonwau,Umuilonwau,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,2
