state_id,lga_id,town_id,town_name
delta,delta_isoko_south,town_delta_isoko_south_emede,Emede
delta,delta_isoko_south,town_delta_isoko_south_olomoro,Olomoro
delta,delta_ndokwa_east,town_delta_ndokwa_east_aboh,Aboh
delta,delta_ndokwa_east,town_delta_ndokwa_east_ashaka,Ashaka
delta,delta_ndokwa_east,town_delta_ndokwa_east_ibedeni,Ibedeni
delta,delta_ndokwa_east,town_delta_ndokwa_east_onyah,Onyah
delta,delta_ndokwa_east,town_delta_ndokwa_east_ossissa,Ossissa
delta,delta_ndokwa_east,town_delta_ndokwa_east_akarai,Akarai
delta,delta_ndokwa_west,town_delta_ndokwa_west_kwale,Kwale
delta,delta_ndokwa_west,town_delta_ndokwa_west_utagba_ogbe,Utagba-Ogbe
delta,delta_ndokwa_west,town_delta_ndokwa_west_ogume,Ogume
delta,delta_ndokwa_west,town_delta_ndokwa_west_onicha_ukwuani,Onicha-Ukwuani
delta,delta_ndokwa_west,town_delta_ndokwa_west_emu,Emu
delta,delta_ndokwa_west,town_delta_ndokwa_west_abbi,Abbi
delta,delta_okpe,town_delta_okpe_orerokpe,Orerokpe
delta,delta_okpe,town_delta_okpe_osubi,Osubi
delta,delta_okpe,town_delta_okpe_sapele_road,Sapele Road
delta,delta_okpe,town_delta_okpe_jeddo,Jeddo
delta,delta_okpe,town_delta_okpe_ughoton,Ughoton
delta,delta_okpe,town_delta_okpe_amukpe,Amukpe
delta,delta_oshimili_north,town_delta_oshimili_north_akwukwu_igbo,Akwukwu-Igbo
delta,delta_oshimili_north,town_delta_oshimili_north_okpanam,Okpanam
delta,delta_oshimili_north,town_delta_oshimili_north_ibusa,Ibusa
delta,delta_oshimili_north,town_delta_oshimili_north_illah,Illah
delta,delta_oshimili_north,town_delta_oshimili_north_ebu,Ebu
delta,delta_oshimili_north,town_delta_oshimili_north_ukala,Ukala
delta,delta_oshimili_south,town_delta_oshimili_south_asaba,Asaba
delta,delta_oshimili_south,town_delta_oshimili_south_cable_point,Cable Point
delta,delta_oshimili_south,town_delta_oshimili_south_okwe,Okwe
delta,delta_oshimili_south,town_delta_oshimili_south_oko,Oko
delta,delta_oshimili_south,town_delta_oshimili_south_umuagu,Umuagu
delta,delta_oshimili_south,town_delta_oshimili_south_infant_jesus,Infant Jesus
delta,delta_patani,town_delta_patani_patani,Patani
delta,delta_patani,town_delta_patani_abari,Abari
delta,delta_patani,town_delta_patani_toru_angiama,Toru-Angiama
delta,delta_patani,town_delta_patani_odorubu,Odorubu
delta,delta_patani,town_delta_patani_uduophori,Uduophori
delta,delta_patani,town_delta_patani_bolou_angiama,Bolou-Angiama
delta,delta_sapele,town_delta_sapele_sapele,Sapele
delta,delta_sapele,town_delta_sapele_amukpe,Amukpe
delta,delta_sapele,town_delta_sapele_elume,Elume
delta,delta_sapele,town_delta_sapele_ogorode,Ogorode
delta,delta_sapele,town_delta_sapele_okirighwre,Okirighwre
delta,delta_sapele,town_delta_sapele_ugborhen,Ugborhen
delta,delta_ughelli_north,town_delta_ughelli_north_ughelli,Ughelli
delta,delta_ughelli_north,town_delta_ughelli_north_agbarho,Agbarho
delta,delta_ughelli_north,town_delta_ughelli_north_evwreni,Evwreni
delta,delta_ughelli_north,town_delta_ughelli_north_ogor,Ogor
delta,delta_ughelli_north,town_delta_ughelli_north_oteri,Oteri
delta,delta_ughelli_north,town_delta_ughelli_north_afiesere,Afiesere
delta,delta_ughelli_south,town_delta_ughelli_south_otu_jeremi,Otu-Jeremi
delta,delta_ughelli_south,town_delta_ughelli_south_olomu,Olomu
delta,delta_ughelli_south,town_delta_ughelli_south_ewu,Ewu
delta,delta_ughelli_south,town_delta_ughelli_south_effurun_otor,Effurun-Otor
delta,delta_ughelli_south,town_delta_ughelli_south_ophorigbala,Ophorigbala
delta,delta_ughelli_south,town_delta_ughelli_south_arhavwarien,Arhavwarien
delta,delta_ukwuani,town_delta_ukwuani_obiaruku,Obiaruku
delta,delta_ukwuani,town_delta_ukwuani_amai,Amai
delta,delta_ukwuani,town_delta_ukwuani_eziokpor,Eziokpor
delta,delta_ukwuani,town_delta_ukwuani_umuebu,Umuebu
delta,delta_ukwuani,town_delta_ukwuani_akoku,Akoku
delta,delta_ukwuani,town_delta_ukwuani_ebedei,Ebedei
delta,delta_uvwie,town_delta_uvwie_effurun,Effurun
delta,delta_uvwie,town_delta_uvwie_ekpan,Ekpan
delta,delta_uvwie,town_delta_uvwie_ugborikoko,Ugborikoko
delta,delta_uvwie,town_delta_uvwie_enerhen,Enerhen
delta,delta_uvwie,town_delta_uvwie_jakpa,Jakpa
delta,delta_uvwie,town_delta_uvwie_ugboroke,Ugboroke
delta,delta_warri_north,town_delta_warri_north_koko,Koko
delta,delta_warri_north,town_delta_warri_north_sapele_ugborodo_axis,Sapele-Ugborodo axis
delta,delta_warri_north,town_delta_warri_north_ogbudugbudu,Ogbudugbudu
delta,delta_warri_north,town_delta_warri_north_ebrohimi,Ebrohimi
delta,delta_warri_north,town_delta_warri_north_jakpa,Jakpa
delta,delta_warri_south,town_delta_warri_south_warri,Warri
delta,delta_warri_south,town_delta_warri_south_alders_town,Alders Town
delta,delta_warri_south,town_delta_warri_south_okere,Okere
delta,delta_warri_south,town_delta_warri_south_ogunu,Ogunu
delta,delta_warri_south,town_delta_warri_south_igbudu,Igbudu
delta,delta_warri_south,town_delta_warri_south_odion,Odion
delta,delta_warri_south_west,town_delta_warri_south_west_ogbe_ijoh,Ogbe-Ijoh
delta,delta_warri_south_west,town_delta_warri_south_west_oporoza,Oporoza
delta,delta_warri_south_west,town_delta_warri_south_west_gbaramatu,Gbaramatu
delta,delta_warri_south_west,town_delta_warri_south_west_ugborodo,Ugborodo
delta,delta_warri_south_west,town_delta_warri_south_west_madangho,Madangho
delta,delta_warri_south_west,town_delta_warri_south_west_isaba,Isaba
delta,delta_aniocha_west,town_delta_aniocha_west_ogwashi_uku_west,Ogwashi-Uku West
delta,delta_aniocha_west,town_delta_aniocha_west_ubulubu,Ubulubu
delta,delta_aniocha_west,town_delta_aniocha_west_ewulu,Ewulu
delta,delta_aniocha_west,town_delta_aniocha_west_isheagu,Isheagu
delta,delta_aniocha_west,town_delta_aniocha_west_ubulu_okiti,Ubulu-Okiti
delta,delta_aniocha_west,town_delta_aniocha_west_idumuje_unor,Idumuje-Unor
